trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
39,False,"{'a': 0.1, 'e': 0.682554595010387}",25,0,-112.19218750757446,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
40,False,"{'a': 0.1, 'e': 0.6757290490602831}",20,13,6.409558624154064,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
41,False,"{'a': 0.1, 'e': 0.6689717585696803}",25,0,-61.39469824424737,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
42,False,"{'a': 0.1, 'e': 0.6622820409839835}",20,4,-33.0785325061949,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 0}",1
43,False,"{'a': 0.1, 'e': 0.6556592205741436}",20,0,-52.37035375240598,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
44,False,"{'a': 0.1, 'e': 0.6491026283684022}",20,7,-53.406552641933146,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
45,False,"{'a': 0.1, 'e': 0.6426116020847181}",25,0,-194.09077542444686,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 4}",0
46,False,"{'a': 0.1, 'e': 0.6361854860638709}",25,18,-16.340754347642026,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
47,False,"{'a': 0.1, 'e': 0.6298236312032323}",30,0,-28.67891382762022,"{0: 24, 1: 0, 2: 6, 3: 0, 4: 0}",0
48,False,"{'a': 0.1, 'e': 0.6235253948912}",20,0,-68.28963828491266,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
49,False,"{'a': 0.1, 'e': 0.617290140942288}",20,0,-14.388864629213014,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
50,False,"{'a': 0.1, 'e': 0.611117239532865}",25,0,-91.41271540377238,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
51,False,"{'a': 0.1, 'e': 0.6050060671375364}",25,0,-188.8769118474947,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 4}",0
52,False,"{'a': 0.1, 'e': 0.598956006466161}",20,0,-76.85666151483933,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
53,False,"{'a': 0.1, 'e': 0.5929664464014994}",30,14,-27.097132215166557,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
54,False,"{'a': 0.1, 'e': 0.5870367819374844}",30,0,-102.29694329208205,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
55,False,"{'a': 0.1, 'e': 0.5811664141181095}",20,11,4.240368220566484,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
56,False,"{'a': 0.1, 'e': 0.5753547499769285}",20,0,-30.75917449148225,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
57,False,"{'a': 0.1, 'e': 0.5696012024771592}",25,0,-118.98676851988506,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
58,False,"{'a': 0.1, 'e': 0.5639051904523875}",30,10,2.0220957747708113,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
59,False,"{'a': 0.1, 'e': 0.5582661385478637}",20,9,-5.75563555820147,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
60,False,"{'a': 0.1, 'e': 0.5526834771623851}",25,0,-49.23418484521984,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
61,False,"{'a': 0.1, 'e': 0.5471566423907612}",30,1,-21.152160195424983,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 1}",1
62,False,"{'a': 0.1, 'e': 0.5416850759668536}",20,12,-11.719780029225825,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
63,False,"{'a': 0.1, 'e': 0.536268225207185}",25,0,-45.83707951314725,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
64,False,"{'a': 0.1, 'e': 0.5309055429551132}",35,5,-16.261621475343862,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",1
65,False,"{'a': 0.1, 'e': 0.525596487525562}",20,0,-64.51772064936716,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
66,False,"{'a': 0.1, 'e': 0.5203405226503064}",25,7,-101.6400112872417,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 2}",1
67,False,"{'a': 0.1, 'e': 0.5151371174238033}",20,0,1.3459631012535436,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
68,False,"{'a': 0.1, 'e': 0.5099857462495653}",30,20,2.5296758817247222,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
69,False,"{'a': 0.1, 'e': 0.5048858887870696}",25,0,-120.70202066194817,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
70,False,"{'a': 0.1, 'e': 0.4998370298991989}",30,0,-104.89735810182013,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
71,False,"{'a': 0.1, 'e': 0.49483865960020695}",20,0,-11.014023847592947,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
72,False,"{'a': 0.1, 'e': 0.4898902730042049}",25,16,-28.5151723394829,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
73,False,"{'a': 0.1, 'e': 0.48499137027416284}",20,10,3.970541926411876,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.1, 'e': 0.4801414565714212}",20,0,5.631815924680144,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
75,False,"{'a': 0.1, 'e': 0.47534004200570695}",25,0,-20.933002046278883,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
76,False,"{'a': 0.1, 'e': 0.4705866415856499}",20,8,-2.519064977141081,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
77,False,"{'a': 0.1, 'e': 0.46588077516979337}",35,6,-70.87955982885791,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 2}",1
78,False,"{'a': 0.1, 'e': 0.46122196741809546}",20,9,7.643413274603494,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
79,False,"{'a': 0.1, 'e': 0.4566097477439145}",30,18,-39.436236663507074,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
80,False,"{'a': 0.1, 'e': 0.45204365026647536}",25,14,-41.00497751326861,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
81,False,"{'a': 0.1, 'e': 0.4475232137638106}",30,16,-27.0386213241308,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
82,False,"{'a': 0.1, 'e': 0.4430479816261725}",25,11,-26.176803787561557,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
83,False,"{'a': 0.1, 'e': 0.43861750180991077}",30,0,4.641677087635426,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
84,False,"{'a': 0.1, 'e': 0.43423132679181164}",25,18,0.6337441964517008,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
85,False,"{'a': 0.1, 'e': 0.4298890135238935}",20,0,1.1460986248910812,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",1
86,False,"{'a': 0.1, 'e': 0.4255901233886546}",20,0,-42.338639514955446,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
87,False,"{'a': 0.1, 'e': 0.421334222154768}",20,11,-48.12982342782284,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
88,False,"{'a': 0.1, 'e': 0.41712087993322033}",20,6,-20.07521315770974,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
89,False,"{'a': 0.1, 'e': 0.41294967113388814}",25,5,-95.24985164920545,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",1
90,False,"{'a': 0.1, 'e': 0.40882017442254925}",25,17,-28.098623892919417,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
91,False,"{'a': 0.1, 'e': 0.4047319726783238}",30,16,-74.98451500882337,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
92,False,"{'a': 0.1, 'e': 0.40068465295154054}",25,12,16.556670865509094,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.1, 'e': 0.3966778064220251}",30,17,8.9051254510183,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
94,False,"{'a': 0.1, 'e': 0.39271102835780486}",20,0,15.738091192938207,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
95,False,"{'a': 0.1, 'e': 0.3887839180742268}",30,0,17.33263756968281,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
96,False,"{'a': 0.1, 'e': 0.38489607889348454}",25,13,-17.09690436192063,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
97,False,"{'a': 0.1, 'e': 0.38104711810454966}",25,9,-88.56014314847761,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 2}",1
98,False,"{'a': 0.1, 'e': 0.37723664692350417}",30,8,-18.101208441528648,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 1}",1
99,False,"{'a': 0.1, 'e': 0.37346428045426916}",20,0,16.44890858111708,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
100,False,"{'a': 0.1, 'e': 0.36972963764972644}",20,2,-40.171374349815075,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
101,False,"{'a': 0.1, 'e': 0.3660323412732292}",20,0,-5.737077466834576,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
102,False,"{'a': 0.1, 'e': 0.3623720178604969}",25,0,-38.96606199157475,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",1
103,False,"{'a': 0.1, 'e': 0.3587482976818919}",20,4,17.363168457157805,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.1, 'e': 0.355160814705073}",20,5,19.590132684587946,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.1, 'e': 0.35160920655802225}",20,1,-37.80832090765051,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
106,False,"{'a': 0.1, 'e': 0.348093114492442}",25,8,-11.790953600171292,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
107,False,"{'a': 0.1, 'e': 0.3446121833475176}",20,14,-30.69050916450533,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
108,False,"{'a': 0.1, 'e': 0.34116606151404244}",30,8,-62.8959421196965,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
109,False,"{'a': 0.1, 'e': 0.337754400898902}",20,15,6.452490980279893,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.1, 'e': 0.334376856889913}",20,10,-1.9743285967583386,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
111,False,"{'a': 0.1, 'e': 0.33103308832101386}",25,11,11.488887855566006,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.1, 'e': 0.3277227574378037}",25,17,-10.23231945736237,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
113,False,"{'a': 0.1, 'e': 0.3244455298634257}",30,24,13.376810186784573,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.1, 'e': 0.3212010745647914}",25,3,20.24639508554972,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
115,False,"{'a': 0.1, 'e': 0.3179890638191435}",25,0,40.3609861305209,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.1, 'e': 0.31480917318095203}",35,20,19.527846205738513,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.1, 'e': 0.3116610814491425}",20,13,5.209909286222638,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.1, 'e': 0.30854447063465107}",20,13,1.8092127639436213,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
119,False,"{'a': 0.1, 'e': 0.3054590259283046}",30,11,7.507120111747044,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
120,False,"{'a': 0.1, 'e': 0.30240443566902153}",20,5,-41.65387101696493,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
121,False,"{'a': 0.1, 'e': 0.2993803913123313}",25,9,16.141984710548833,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.1, 'e': 0.296386587399208}",25,9,13.83103990691897,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
123,False,"{'a': 0.1, 'e': 0.2934227215252159}",20,10,-2.596499835002679,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
124,False,"{'a': 0.1, 'e': 0.29048849430996376}",20,0,-63.178713376630526,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
125,False,"{'a': 0.1, 'e': 0.2875836093668641}",20,0,-27.633723101601504,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
126,False,"{'a': 0.1, 'e': 0.28470777327319546}",20,15,3.4891593626526554,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.1, 'e': 0.2818606955404635}",35,19,-52.86121988808206,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
128,False,"{'a': 0.1, 'e': 0.27904208858505886}",25,0,14.915420918284397,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
129,False,"{'a': 0.1, 'e': 0.2762516676992083}",30,22,-31.040966712512173,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
130,False,"{'a': 0.1, 'e': 0.2734891510222162}",25,14,-21.400308424322652,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
131,False,"{'a': 0.1, 'e': 0.27075425951199406}",30,17,-28.38987261171949,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
132,False,"{'a': 0.1, 'e': 0.2680467169168741}",20,14,-6.8958759675508094,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.1, 'e': 0.26536624974770534}",25,3,-24.053312541018155,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
134,False,"{'a': 0.1, 'e': 0.2627125872502283}",25,16,-8.785083452772609,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
135,False,"{'a': 0.1, 'e': 0.26008546137772603}",25,9,-44.76265148012748,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
136,False,"{'a': 0.1, 'e': 0.25748460676394874}",20,13,5.717737949576101,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.1, 'e': 0.2549097606963093}",35,17,21.344420562137255,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.1, 'e': 0.2523606630893462}",20,0,23.61506475034543,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
139,False,"{'a': 0.1, 'e': 0.2498370564584527}",25,0,-15.326423050469673,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
140,False,"{'a': 0.1, 'e': 0.24733868589386818}",20,0,0.9687380314763139,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.1, 'e': 0.24486529903492948}",20,12,-7.107077780872704,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
142,False,"{'a': 0.1, 'e': 0.2424166460445802}",30,0,10.40845323010112,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
143,False,"{'a': 0.1, 'e': 0.2399924795841344}",20,2,27.48757286185244,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.1, 'e': 0.23759255478829303}",25,8,25.74698187607826,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.1, 'e': 0.23521662924041012}",20,3,29.97372417796192,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.1, 'e': 0.232864462948006}",30,8,-9.916452326334037,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
147,False,"{'a': 0.1, 'e': 0.23053581831852593}",25,17,2.0862930294029782,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.1, 'e': 0.22823046013534068}",25,17,14.841215371358025,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.1, 'e': 0.22594815553398728}",20,2,22.73603902286189,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.1, 'e': 0.2236886739786474}",20,12,16.20762355819421,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.1, 'e': 0.22145178723886091}",20,11,19.204534659404697,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.1, 'e': 0.2192372693664723}",20,0,-16.898736567115346,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
153,False,"{'a': 0.1, 'e': 0.21704489667280757}",35,17,36.73078789730329,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.1, 'e': 0.2148744477060795}",20,13,10.618003468830434,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.1, 'e': 0.2127257032290187}",25,15,16.83353768063505,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.1, 'e': 0.21059844619672852}",25,17,12.432335789983892,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.1, 'e': 0.20849246173476124}",20,16,6.390088384278391,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.1, 'e': 0.2064075371174136}",20,12,14.222538694572098,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.1, 'e': 0.20434346174623946}",25,14,6.4924728970688825,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.1, 'e': 0.2023000271287771}",25,16,13.704124618206858,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.1, 'e': 0.20027702685748933}",25,6,32.77512937484947,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.1, 'e': 0.19827425658891443}",20,6,-39.084239211725965,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
163,False,"{'a': 0.1, 'e': 0.19629151402302528}",20,12,14.61341903101306,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.1, 'e': 0.19432859888279502}",20,10,5.338049208642358,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.1, 'e': 0.19238531289396707}",30,19,20.457816966188638,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.1, 'e': 0.1904614597650274}",25,8,29.399269915150324,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.1, 'e': 0.1885568451673771}",20,8,-8.151605629174478,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
168,False,"{'a': 0.1, 'e': 0.18667127671570335}",25,13,-18.57542699870362,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
169,False,"{'a': 0.1, 'e': 0.1848045639485463}",25,0,-58.02049985628903,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
170,False,"{'a': 0.1, 'e': 0.18295651830906084}",20,7,-2.0681035583131515,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
171,False,"{'a': 0.1, 'e': 0.18112695312597024}",25,11,22.379613625554104,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.1, 'e': 0.17931568359471053}",20,12,13.218553163863998,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.1, 'e': 0.17752252675876343}",25,15,18.262405591050975,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.1, 'e': 0.1757473014911758}",30,5,22.61208153016807,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.1, 'e': 0.17398982847626404}",20,4,4.9578154317109995,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
176,False,"{'a': 0.1, 'e': 0.1722499301915014}",30,18,19.804979892382274,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.1, 'e': 0.17052743088958636}",25,8,19.212360941857835,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.1, 'e': 0.1688221565806905}",25,13,23.871700862073492,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.1, 'e': 0.1671339350148836}",30,20,19.822437863646556,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.1, 'e': 0.16546259566473476}",20,7,-30.659299053397792,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
181,False,"{'a': 0.1, 'e': 0.16380796970808742}",25,9,25.509404359171064,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.1, 'e': 0.16216989001100654}",30,0,9.916358528313642,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
183,False,"{'a': 0.1, 'e': 0.16054819111089647}",20,5,12.795884265167398,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.1, 'e': 0.1589427091997875}",30,7,-28.994743775556987,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
185,False,"{'a': 0.1, 'e': 0.15735328210778962}",20,14,-2.693887482933872,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.1, 'e': 0.15577974928671173}",25,0,19.175153521272705,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
187,False,"{'a': 0.1, 'e': 0.15422195179384462}",25,11,-30.783134269023076,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
188,False,"{'a': 0.1, 'e': 0.15267973227590617}",20,0,-22.391551414977606,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
189,False,"{'a': 0.1, 'e': 0.1511529349531471}",20,14,7.458848091984375,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.1, 'e': 0.14964140560361563}",35,0,30.976881538079425,"{0: 33, 1: 2, 2: 0, 3: 0, 4: 0}",0
191,False,"{'a': 0.1, 'e': 0.14814499154757946}",20,16,9.897187451023463,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.1, 'e': 0.14666354163210368}",25,5,30.99239518901267,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.1, 'e': 0.14519690621578263}",20,16,6.831597973696971,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.1, 'e': 0.1437449371536248}",20,15,7.1120232730686155,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.1, 'e': 0.14230748778208857}",25,12,9.418312605699185,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.1, 'e': 0.14088441290426768}",25,11,12.562663871887098,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.1, 'e': 0.139475568775225}",25,19,11.161811355301598,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.1, 'e': 0.13808081308747275}",30,20,18.072583462985012,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.1, 'e': 0.136700004956598}",25,18,10.44785131394995,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.1, 'e': 0.13533300490703204}",20,13,14.093896614519108,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.1, 'e': 0.13397967485796172}",30,19,7.706823308358599,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.1, 'e': 0.1326398781093821}",20,12,19.047807334125675,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.1, 'e': 0.13131347932828827}",20,3,28.641638288568878,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.1, 'e': 0.1300003445350054}",30,13,19.096303756406325,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.1, 'e': 0.12870034108965533}",20,6,25.36308018402869,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.1, 'e': 0.1274133376787588}",20,16,9.80485646159538,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.1, 'e': 0.12613920430197118}",25,18,11.144948401595336,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.1, 'e': 0.12487781225895148}",25,14,-2.088902149008395,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
209,False,"{'a': 0.1, 'e': 0.12362903413636196}",30,23,3.225863380202422,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.1, 'e': 0.12239274379499834}",25,11,17.592309956200907,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.1, 'e': 0.12116881635704835}",20,15,10.538546433783663,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.1, 'e': 0.11995712819347787}",20,7,22.627583338220237,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.1, 'e': 0.11875755691154309}",20,5,-5.835882800372732,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
214,False,"{'a': 0.1, 'e': 0.11756998134242766}",20,14,12.603948995710006,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.1, 'e': 0.11639428152900338}",20,11,8.967506094671648,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.1, 'e': 0.11523033871371334}",20,3,27.88698844513861,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.1, 'e': 0.11407803532657622}",30,12,24.49102594435763,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.1, 'e': 0.11293725497331045}",25,13,25.12505818643992,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.1, 'e': 0.11180788242357734}",25,10,27.01654529926187,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.1, 'e': 0.11068980359934157}",25,7,21.451018136840307,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.1, 'e': 0.10958290556334815}",20,14,12.036799790511527,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.1, 'e': 0.10848707650771466}",25,19,12.163877553249522,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.1, 'e': 0.10740220574263752}",25,10,14.242795570920391,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
